region_id	chrom	start	end	window_size	reference_length	graph_bp	node_count	edge_count	path_count	step_count	mean_degree	max_degree	node_density	edge_node_ratio	sequence_inflation	log10_node_density	log10_edge_node_ratio	log10_sequence_inflation	log10_max_degree	z_log10_node_density	z_log10_edge_node_ratio	z_log10_sequence_inflation	z_log10_max_degree	complexity_score
cand_chr21_055	chr21	14334199	14434199	100000	100000	100205	2750	2890	50361	1227452	2.10182	8.0	0.0275	1.050909090909091	1.00205	-1.5606673061697374	0.02156514892628525	0.0008893923718743163	0.9542425094393249	-0.6339286697638995	-0.5699666895198372	0.20054194782974916	-0.8841294904031747	-0.47187072546429054
cand_chr21_095	chr21	18334199	18434199	100000	100000	100024	2512	2665	60610	1110857	2.12182	9.0	0.02512	1.060907643312102	1.00024	-1.5999803649348414	0.02567757829743262	0.00010421816997657825	1.0	-1.1411276115192095	-0.20436453922882838	0.10737704175259735	-0.6474962648601457	-0.47140284346389655
cand_chr21_256	chr21	34434199	34534199	100000	100000	100027	2920	3031	54224	1307081	2.07603	9.0	0.0292	1.038013698630137	1.00027	-1.5346171485515816	0.016203084919203956	0.00011724368292883856	1.0	-0.2978415579613523	-1.0466635404714675	0.10892258500640142	-0.6474962648601457	-0.470769694571641
cand_chr21_323	chr21	41134199	41234199	100000	100000	100042	2821	2943	46188	1264411	2.08649	9.0	0.02821	1.04324707550514	1.00042	-1.5495969138446337	0.01838717594424464	0.00018236538834805882	1.0	-0.4911035768181251	-0.8524940355096391	0.11664960603473086	-0.6474962648601457	-0.46861106778829476
cand_chr21_140	chr21	22834199	22934199	100000	100000	100007	2981	3108	44952	1345491	2.08521	8.0	0.02981	1.0426031533042603	1.00007	-1.5256380239673693	0.018119034096245896	3.0399549761404987e-05	0.9542425094393249	-0.18199703631746292	-0.876332313900301	0.09861808762182056	-0.8841294904031747	-0.4609601882497795
cand_chr21_268	chr21	35634199	35734199	100000	100000	100207	2720	2872	62567	1202346	2.11176	8.0	0.0272	1.0558823529411765	1.00207	-1.5654310959658013	0.023615531536064032	0.0008980604053636422	0.9542425094393249	-0.695388887289713	-0.38768409609373594	0.20157045401850934	-0.8841294904031747	-0.4414080049420286
cand_chr21_065	chr21	15334199	15434199	100000	100000	99979	2618	2743	29190	1190852	2.09549	11.0	0.02618	1.047746371275783	0.99979	-1.582030357785263	0.02025616538979245	-9.121141873390599e-05	1.0791812460476249	-0.9095449029550082	-0.6863376110473662	0.08418832868369802	-0.23801328349078352	-0.437426867202365
cand_chr21_239	chr21	32734199	32834199	100000	100000	100140	2206	2405	46810	970014	2.18042	8.0	0.02206	1.0902085222121487	1.0014	-1.6563944918958282	0.03750957260567878	0.0006075870628903731	0.9542425094393249	-1.8689566432317075	0.8475204102551486	0.16710431694468447	-0.8841294904031747	-0.4346153516087623
cand_chr21_270	chr21	35834199	35934199	100000	100000	100113	2204	2325	31758	992838	2.1098	15.0	0.02204	1.0549001814882033	1.00113	-1.6567884098202526	0.0232113670462253	0.0004904756979426046	1.2041199826559248	-1.8740387905049647	-0.42361502480293406	0.15320845881593395	0.4081029234216071	-0.43408560826758946
cand_chr21_066	chr21	15434199	15534199	100000	100000	100148	2969	3102	38013	1338894	2.08959	8.0	0.02969	1.0447962276860896	1.00148	-1.5273898024039554	0.0190315958815415	0.000642280662677355	0.9542425094393249	-0.20459767328481412	-0.7952039780999974	0.17122088872941746	-0.8841294904031747	-0.4281775632646422
cand_chr21_090	chr21	17834199	17934199	100000	100000	99880	3435	3615	132767	1817755	2.1048	5.0	0.03435	1.0524017467248907	0.9988	-1.4640732586044307	0.022181560234980347	-0.0005214663206898395	0.7781512503836436	0.6122831551087395	-0.5151666480884274	0.033136399782983356	-1.7947791372631832	-0.4161315576149719
cand_chr21_321	chr21	40934199	41034199	100000	100000	100105	2961	3124	62527	1311578	2.1101	7.0	0.02961	1.055048969942587	1.00105	-1.5285615926107008	0.02327261781596352	0.0004557699686167853	0.9030899869919435	-0.21971556976729437	-0.41816972444583034	0.14909044779982555	-1.1486629303507925	-0.4093644441910229
cand_chr21_279	chr21	36734199	36834199	100000	100000	99966	2711	2866	44894	1223436	2.11435	9.0	0.02711	1.0571744743637037	0.99966	-1.5668704824195145	0.024146668480840232	-0.00014768523175945073	1.0	-0.7139591870586107	-0.34046509448082857	0.07748742400085573	-0.6474962648601457	-0.4061082805996823
cand_chr21_044	chr21	13234199	13334199	100000	100000	100233	2902	3067	59516	1274778	2.11371	7.0	0.02902	1.0568573397656789	1.00233	-1.537302591898283	0.024016367880768434	0.0010107291001632038	0.9030899869919435	-0.3324879087255876	-0.35204904529702624	0.2149391667748201	-1.1486629303507925	-0.40456517939964654
cand_chr21_110	chr21	19834199	19934199	100000	100000	100106	3094	3246	68666	1374636	2.09825	7.0	0.03094	1.0491273432449904	1.00106	-1.5094796906366512	0.020828206126864365	0.0004601083364578101	0.9030899869919435	0.026470323468451448	-0.635482190892346	0.1496052171738833	-1.1486629303507925	-0.40201739515020096
cand_chr21_176	chr21	26434199	26534199	100000	100000	100184	2446	2568	45733	1091122	2.09975	13.0	0.02446	1.0498773507767785	1.00184	-1.6115435472997333	0.021138566696549024	0.000798367573573443	1.146128035678238	-1.2903104541425539	-0.6078905944412691	0.18974139329816123	0.10819964418356232	-0.4000650027755248
cand_chr21_174	chr21	26234199	26334199	100000	100000	100172	2993	3179	64233	1319857	2.12429	6.0	0.02993	1.0621450050116938	1.00172	-1.5238932831598087	0.026183811074581457	0.0007463448361552886	0.8450980400142568	-0.15948719559203095	-0.15935956159397444	0.18356863133817272	-1.4485662095888368	-0.39596108385916734
cand_chr21_220	chr21	30834199	30934199	100000	100000	100016	2864	3027	60425	1276746	2.11383	8.0	0.02864	1.056913407821229	1.00016	-1.5430269863641821	0.024039407320754987	6.948155872801059e-05	0.9542425094393249	-0.4063414043958653	-0.3500007988615539	0.10325536643954009	-0.8841294904031747	-0.38430408180526343
cand_chr21_103	chr21	19134199	19234199	100000	100000	100281	2773	2937	81244	1206842	2.11828	8.0	0.02773	1.0591417237648757	1.00281	-1.5570501304221382	0.024954076944938654	0.001218656083112565	0.9542425094393249	-0.5872615375448786	-0.2686850725043817	0.23961075913045607	-0.8841294904031747	-0.3751163353304947
cand_chr21_285	chr21	37334199	37434199	100000	100000	100129	2755	2927	40346	1244551	2.12486	8.0	0.02755	1.0624319419237749	1.00129	-1.559878396812196	0.026301119245988068	0.0005598788373962401	0.9542425094393249	-0.6237505253036426	-0.14893066036739908	0.16144349373306377	-0.8841294904031747	-0.3738417955852882
cand_chr21_302	chr21	39034199	39134199	100000	100000	100078	2788	2942	67421	1227646	2.11047	9.0	0.02788	1.0552367288378766	1.00078	-1.5547072305740282	0.02334989896553947	0.0003386176521614175	1.0	-0.5570345249203887	-0.4112992953364194	0.1351897305667514	-0.6474962648601457	-0.37016008863755057
cand_chr21_253	chr21	34134199	34234199	100000	100000	100064	2623	2766	47750	1171869	2.10904	11.0	0.02623	1.054517727792604	1.00064	-1.5812017094096464	0.023053885182938307	0.00027785956283920063	1.0791812460476249	-0.8988540640225502	-0.43761543737014036	0.12798047474625926	-0.23801328349078352	-0.36162557753430374
cand_chr21_216	chr21	30434199	30534199	100000	100000	100191	2793	2929	65416	1237378	2.09739	10.0	0.02793	1.0486931614751165	1.00191	-1.553929064298995	0.02064843598059365	0.0008287112928454092	1.0413926851582251	-0.5469949827528667	-0.6514640707261545	0.1933418296716074	-0.43343547431286433	-0.3596381745300696
cand_chr21_296	chr21	38434199	38534199	100000	100000	100076	2466	2624	49508	1094691	2.12814	11.0	0.02466	1.0640713706407137	1.00076	-1.608006927740287	0.02697075844390981	0.0003299384455122228	1.0791812460476249	-1.2446826206875174	-0.08939856666215701	0.13415989862583683	-0.23801328349078352	-0.3594836430536553
cand_chr21_259	chr21	34734199	34834199	100000	100000	100167	2566	2699	39794	1153040	2.10366	12.0	0.02566	1.0518316445830085	1.00167	-1.5907433479610904	0.0219462325176069	0.0007246668562316387	1.1139433523068367	-1.0219558812792577	-0.5360876929818507	0.18099642894200654	-0.05824229452277647	-0.35882235996046963
cand_chr21_053	chr21	14134199	14234199	100000	100000	100146	3577	3718	140720	1752386	2.07884	6.0	0.03577	1.0394185071288788	1.00146	-1.4464810598510305	0.016790445286910167	0.0006336075225550206	0.8450980400142568	0.8392495848690688	-0.9944461784091019	0.17019177661271995	-1.4485662095888368	-0.35839275662903747
cand_chr21_286	chr21	37434199	37534199	100000	100000	100099	2577	2755	40063	1157903	2.13815	9.0	0.02577	1.0690725649980597	1.00099	-1.5888855814490952	0.029007184636899087	0.0004297388514343371	1.0	-0.9979878350750075	0.09164327694720595	0.1460017235631854	-0.6474962648601457	-0.35195977485619045
cand_chr21_310	chr21	39834199	39934199	100000	100000	99998	3369	3515	73035	1497087	2.08667	7.0	0.03369	1.0433363015731671	0.99998	-1.4724989890188798	0.018424318374722557	-8.68597649812824e-06	0.9030899869919435	0.5035782696593923	-0.8491920085994549	0.09398039145943476	-1.1486629303507925	-0.3500740694578551
cand_chr21_099	chr21	18734199	18834199	100000	100000	100154	3302	3452	94149	1439055	2.09085	7.0	0.03302	1.045427013930951	1.00154	-1.4812229310732252	0.019293718116397157	0.0006682990438438566	0.9030899869919435	0.3910259952526428	-0.7719008538263822	0.17430810177309355	-1.1486629303507925	-0.33880742178785955
cand_chr21_166	chr21	25434199	25534199	100000	100000	100049	2203	2358	37209	974931	2.14072	14.0	0.02203	1.0703586019064912	1.00049	-1.6569855028492324	0.029529303608302748	0.00021275217610526551	1.1760912590556813	-1.87658159380916	0.13806056498433772	0.12025515270264753	0.2631533819998633	-0.3387781235305778
cand_chr21_248	chr21	33634199	33734199	100000	100000	100134	2369	2539	42988	1075273	2.14352	11.0	0.02369	1.071760236386661	1.00134	-1.625434939277235	0.03009764015095711	0.000581565044134004	1.0791812460476249	-1.469530782751304	0.18858667578911006	0.16401667228249936	-0.23801328349078352	-0.3387351795426195
cand_chr21_277	chr21	36534199	36634199	100000	100000	100017	2932	3067	75006	1288530	2.09209	10.0	0.02932	1.046043656207367	1.00017	-1.5328360340309097	0.019549810013395143	7.382378707942975e-05	1.0413926851582251	-0.2748624403753235	-0.7491338371156623	0.10377059388275936	-0.43343547431286433	-0.33841528948027266
cand_chr21_105	chr21	19334199	19434199	100000	100000	99596	2681	2831	44503	1677884	2.1119	12.0	0.02681	1.0559492726594557	0.99596	-1.5717031860171204	0.023643055382223544	-0.0017581034720004632	1.1139433523068367	-0.7763084986491535	-0.38523717812092007	-0.11359687771761397	-0.05824229452277647	-0.333346212252616
cand_chr21_250	chr21	33834199	33934199	100000	100000	100038	2941	3112	53939	1309786	2.11629	8.0	0.02941	1.0581434886093166	1.00038	-1.5315049754929306	0.024544563810582003	0.00016500055500293505	0.9542425094393249	-0.25768973738339485	-0.3050915050485182	0.11458918038175639	-0.8841294904031747	-0.33308038811333285
cand_chr21_102	chr21	19034199	19134199	100000	100000	100165	3420	3535	67816	1527511	2.06725	8.0	0.0342	1.033625730994152	1.00165	-1.465973893943865	0.014363312076783114	0.0007159953612748564	0.9542425094393249	0.5877620350762415	-1.2102225579114188	0.17996751203255576	-0.8841294904031747	-0.33165562530144904
cand_chr21_215	chr21	30334199	30434199	100000	100000	100138	3024	3184	56268	1347387	2.10582	8.0	0.03024	1.052910052910053	1.00138	-1.5194182131708311	0.02239127223646255	0.0005989132298798471	0.9542425094393249	-0.10175190777705514	-0.4965228850558884	0.16607512261328464	-0.8841294904031747	-0.3290822901557084
cand_chr21_258	chr21	34634199	34734199	100000	100000	100180	3138	3285	41251	1416059	2.09369	8.0	0.03138	1.0468451242829828	1.0018	-1.5033470607490822	0.019882434644881722	0.0007810273534955295	0.9542425094393249	0.10559068415412194	-0.7195629267033289	0.18768388813432452	-0.8841294904031747	-0.32760446120451425
cand_chr21_214	chr21	30234199	30334199	100000	100000	100153	3116	3247	78574	1372097	2.08408	9.0	0.03116	1.0420410783055198	1.00153	-1.5064025509994732	0.017884839625474595	0.0006639627552277853	1.0	0.06617015901000396	-0.8971526111924497	0.17379357910963456	-0.6474962648601457	-0.3261712844832392
cand_chr21_123	chr21	21134199	21234199	100000	100000	100039	2825	2974	70783	1245504	2.10549	10.0	0.02825	1.0527433628318583	1.00039	-1.5489815478445426	0.02232251203047804	0.0001693418284316657	1.0413926851582251	-0.4831644086678341	-0.5026357874047441	0.11510429451854971	-0.43343547431286433	-0.32603284396672316
cand_chr21_252	chr21	34034199	34134199	100000	100000	100152	2597	2750	54783	1158212	2.11783	11.0	0.02597	1.058914131690412	1.00152	-1.5855280503706972	0.024860744200959954	0.0006596264233148555	1.0791812460476249	-0.9546705185556015	-0.27698251637796545	0.17327905130878346	-0.23801328349078352	-0.32409681677889174
cand_chr21_233	chr21	32134199	32234199	100000	100000	100348	2735	2882	66701	1204494	2.1075	10.0	0.02735	1.053747714808044	1.00348	-1.5630426693305504	0.022736645808521	0.0015087211421937429	1.0413926851582251	-0.6645745090675131	-0.46581857157049317	0.27402845130659437	-0.43343547431286433	-0.3224500259110691
cand_chr21_267	chr21	35534199	35634199	100000	100000	100168	2955	3087	82198	1289103	2.08934	10.0	0.02955	1.0446700507614213	1.00168	-1.5294425147827257	0.01897914426482118	0.0007290025387823668	1.0413926851582251	-0.23108082109738032	-0.7998670183928547	0.18151087969273502	-0.43343547431286433	-0.3207181085275911
cand_chr21_264	chr21	35234199	35334199	100000	100000	100231	2800	2919	53381	1247620	2.085	12.0	0.028	1.0425	1.00231	-1.5528419686577808	0.01807606364579512	0.0010020633151461298	1.1139433523068367	-0.5329697764695024	-0.8801524619602284	0.2139109273787101	-0.05824229452277647	-0.3143634013934493
cand_chr21_300	chr21	38834199	38934199	100000	100000	100107	3024	3172	86794	1321854	2.09788	9.0	0.03024	1.0489417989417988	1.00107	-1.5194182131708311	0.02075139181639723	0.0004644466609612146	1.0	-0.10175190777705514	-0.6423111171900081	0.15011998140571237	-0.6474962648601457	-0.31035982710537413
cand_chr21_069	chr21	15734199	15834199	100000	100000	100062	2371	2528	18378	1079788	2.13243	13.0	0.02371	1.0662167861661749	1.00062	-1.6250684460218119	0.02784551563215936	0.00026917914186609903	1.146128035678238	-1.4648024559013966	-0.011631125535909809	0.12695049871964695	0.10819964418356232	-0.3103208596335243
cand_chr21_234	chr21	32234199	32334199	100000	100000	100136	2649	2832	44443	1189424	2.13817	9.0	0.02649	1.0690826727066818	1.00136	-1.576918041702769	0.02901129072050039	0.000590239223630095	1.0	-0.8435881601217283	0.09200831494747981	0.16504590772617092	-0.6474962648601457	-0.3085075505770558
cand_chr21_173	chr21	26134199	26234199	100000	100000	100087	2693	2860	49932	1199608	2.12403	10.0	0.02693	1.0620126253249165	1.00087	-1.5697636465884897	0.026129679717532578	0.00037767193577503564	1.0413926851582251	-0.7512854560115393	-0.16417193373441533	0.1398237196305529	-0.43343547431286433	-0.3022672861070665
cand_chr21_320	chr21	40834199	40934199	100000	100000	100054	3162	3302	76383	1390806	2.08855	9.0	0.03162	1.0442757748260594	1.00054	-1.5000381344038096	0.018815203330584555	0.00023445572287830862	1.0	0.14828092483715508	-0.8144416536432842	0.12283038873531965	-0.6474962648601457	-0.2977066512327388
cand_chr21_210	chr21	29834199	29934199	100000	100000	100340	2931	3102	67334	1300385	2.11668	8.0	0.02931	1.0583418628454453	1.0034	-1.5329841815615646	0.02462597503915065	0.0014740966917327273	0.9542425094393249	-0.27677377144779897	-0.29785390470664874	0.2699200844405194	-0.8841294904031747	-0.29720927052927576
cand_chr21_163	chr21	25134199	25234199	100000	100000	100685	2808	2978	45677	1261429	2.12108	8.0	0.02808	1.0605413105413106	1.00685	-1.5516028965422324	0.025527589958389708	0.0029647744020615866	0.9542425094393249	-0.5169838398493146	-0.21769876440905714	0.4467965642566248	-0.8841294904031747	-0.2930038826012304
cand_chr21_127	chr21	21534199	21634199	100000	100000	100178	3346	3483	63730	1492695	2.08189	8.0	0.03346	1.0409444112372983	1.00178	-1.4754740633736243	0.01742753783186058	0.0007723569838188404	0.9542425094393249	0.4651952332900829	-0.9378075389707163	0.18665510474507083	-0.8841294904031747	-0.29252167283468433
cand_chr21_224	chr21	31234199	31334199	100000	100000	100151	2555	2697	39679	1150889	2.11115	13.0	0.02555	1.0555772994129158	1.00151	-1.5926090955292684	0.023490041982159638	0.0006552900481042026	1.146128035678238	-1.046026895387232	-0.3988403365068584	0.17276451837043766	0.10819964418356232	-0.2909757673350226
cand_chr21_306	chr21	39434199	39534199	100000	100000	100277	2959	3132	66811	1306241	2.11693	8.0	0.02959	1.0584656978709024	1.00277	-1.528855034839367	0.02467678822527279	0.0012013326362508585	0.9542425094393249	-0.22350142598202222	-0.2933365237542291	0.23755524419389476	-0.8841294904031747	-0.2908530489863828
