region_id	start	end	complexity_score	n_segdup	max_segdup_identity	n_large_tandem_repeat	max_tandem_repeat_span_bp	hazard_flag	score_tier	hazard_flag_v3	complexity_tier
cand_chr21_105	19334199	19434199	-0.333346212252616	0	0.0	1	517.4	True	low	False	low
cand_chr21_250	33834199	33934199	-0.3330803881133328	0	0.0	0	324.0	False	low	False	low
cand_chr21_102	19034199	19134199	-0.331655625301449	0	0.0	0	85.5	False	low	False	low
cand_chr21_215	30334199	30434199	-0.3290822901557084	0	0.0	0	212.8	False	low	False	low
cand_chr21_258	34634199	34734199	-0.3276044612045142	0	0.0	0	393.0	False	low	False	low
cand_chr21_214	30234199	30334199	-0.3261712844832392	0	0.0	0	156.0	False	low	False	low
cand_chr21_123	21134199	21234199	-0.3260328439667231	0	0.0	0	322.4	False	low	False	low
cand_chr21_252	34034199	34134199	-0.3240968167788917	0	0.0	1	614.0	True	low	False	low
cand_chr21_233	32134199	32234199	-0.3224500259110691	0	0.0	0	326.8	False	low	False	low
cand_chr21_267	35534199	35634199	-0.3207181085275911	0	0.0	0	260.4	False	low	False	low
cand_chr21_264	35234199	35334199	-0.3143634013934493	0	0.0	0	89.6	False	low	False	low
cand_chr21_300	38834199	38934199	-0.3103598271053741	0	0.0	0	321.3	False	low	False	low
cand_chr21_069	15734199	15834199	-0.3103208596335243	0	0.0	0	210.0	False	low	False	low
cand_chr21_234	32234199	32334199	-0.3085075505770558	0	0.0	2	614.1	True	low	False	low
cand_chr21_173	26134199	26234199	-0.3022672861070665	1	0.9594	0	221.4	True	low	True	low
cand_chr21_320	40834199	40934199	-0.2977066512327388	0	0.0	0	107.0	False	low	False	low
cand_chr21_210	29834199	29934199	-0.2972092705292757	0	0.0	0	254.6	False	low	False	low
cand_chr21_163	25134199	25234199	-0.2930038826012304	0	0.0	0	55.2	False	low	False	low
cand_chr21_127	21534199	21634199	-0.2925216728346843	0	0.0	0	133.0	False	low	False	low
cand_chr21_224	31234199	31334199	-0.2909757673350226	1	0.9128	0	304.0	True	low	True	low
cand_chr21_306	39434199	39534199	-0.2908530489863828	0	0.0	0	490.0	False	low	False	low
cand_chr21_104	19234199	19334199	-0.2849034216770475	0	0.0	0	206.0	False	low	False	low
cand_chr21_141	22934199	23034199	-0.2817628572722054	0	0.0	0	165.6	False	low	False	low
cand_chr21_047	13534199	13634199	-0.2815811577726088	26	0.9961	0	347.7	True	low	True	low
cand_chr21_235	32334199	32434199	-0.276668433346031	7	0.9493	0	272.0	True	low	True	low
cand_chr21_299	38734199	38834199	-0.2756298112309215	0	0.0	0	403.2	False	low	False	low
cand_chr21_158	24634199	24734199	-0.2699959659806945	0	0.0	0	124.8	False	low	False	low
cand_chr21_072	16034199	16134199	-0.2687910757917811	0	0.0	1	858.6	True	low	False	low
cand_chr21_336	42434199	42534199	-0.2678153108220103	0	0.0	2	808.8	True	low	False	low
cand_chr21_168	25634199	25734199	-0.2659377675998609	0	0.0	0	458.8	False	low	False	low
cand_chr21_189	27734199	27834199	-0.2643657163578764	0	0.0	0	277.2	False	low	False	low
cand_chr21_228	31634199	31734199	-0.2577231961340841	0	0.0	1	624.0	True	low	False	low
cand_chr21_097	18534199	18634199	-0.2539219672742183	0	0.0	0	459.0	False	low	False	low
cand_chr21_113	20134199	20234199	-0.2533095063439726	0	0.0	0	145.2	False	low	False	low
cand_chr21_153	24134199	24234199	-0.2497163081665571	0	0.0	0	297.5	False	low	False	low
cand_chr21_209	29734199	29834199	-0.2488679815713356	0	0.0	0	116.0	False	low	False	low
cand_chr21_064	15234199	15334199	-0.2454610984598143	0	0.0	0	207.2	False	low	False	low
cand_chr21_122	21034199	21134199	-0.2448207633498954	0	0.0	0	381.0	False	low	False	low
cand_chr21_108	19634199	19734199	-0.2440187366054904	0	0.0	0	116.0	False	low	False	low
cand_chr21_119	20734199	20834199	-0.241042634901881	0	0.0	0	356.4	False	low	False	low
cand_chr21_199	28734199	28834199	-0.2410206231630911	0	0.0	0	484.0	False	low	False	low
cand_chr21_074	16234199	16334199	-0.236228110604854	0	0.0	0	319.2	False	low	False	low
cand_chr21_093	18134199	18234199	-0.2355996563784524	0	0.0	0	149.1	False	low	False	low
cand_chr21_107	19534199	19634199	-0.2260454052321123	0	0.0	0	237.3	False	mid	False	low
cand_chr21_308	39634199	39734199	-0.2259976583742717	0	0.0	0	351.2	False	mid	False	low
cand_chr21_232	32034199	32134199	-0.2252157340895074	0	0.0	0	178.0	False	mid	False	low
cand_chr21_346	43634199	43734199	-0.2192916650215847	0	0.0	1	630.8	True	mid	False	low
cand_chr21_297	38534199	38634199	-0.2177439563276446	0	0.0	5	1072.5	True	mid	False	low
cand_chr21_185	27334199	27434199	-0.2045543587803444	0	0.0	0	219.6	False	mid	False	low
cand_chr21_357	44734199	44834199	-0.20201610117509	0	0.0	5	863.2	True	mid	False	low
cand_chr21_068	15634199	15734199	-0.2000576061280898	0	0.0	0	142.0	False	mid	False	low
cand_chr21_231	31934199	32034199	-0.1998679537151136	0	0.0	2	618.0	True	mid	False	low
cand_chr21_076	16434199	16534199	-0.1951715153842431	0	0.0	0	287.0	False	mid	False	low
cand_chr21_201	28934199	29034199	-0.1946040679221269	0	0.0	3	668.8	True	mid	False	low
cand_chr21_178	26634199	26734199	-0.1856083796294545	0	0.0	0	252.0	False	mid	False	low
cand_chr21_184	27234199	27334199	-0.184717420562904	0	0.0	0	144.0	False	mid	False	low
cand_chr21_167	25534199	25634199	-0.1833221942942723	0	0.0	0	165.3	False	mid	False	low
cand_chr21_265	35334199	35434199	-0.1832749958604894	0	0.0	0	211.0	False	mid	False	low
cand_chr21_156	24434199	24534199	-0.181468244394488	0	0.0	0	224.4	False	mid	False	low
cand_chr21_280	36834199	36934199	-0.1772447049387113	0	0.0	0	327.6	False	mid	False	low
cand_chr21_159	24734199	24834199	-0.1744253942374377	0	0.0	0	172.8	False	mid	False	low
cand_chr21_282	37034199	37134199	-0.1712429002850607	0	0.0	1	660.6	True	mid	False	low
cand_chr21_179	26734199	26834199	-0.1702116305435447	0	0.0	0	176.0	False	mid	False	low
cand_chr21_197	28534199	28634199	-0.1652642303988334	0	0.0	1	504.0	True	mid	False	low
cand_chr21_203	29134199	29234199	-0.1652052637146534	0	0.0	12	1055.7	True	mid	False	low
cand_chr21_182	27034199	27134199	-0.1636847082030569	0	0.0	0	211.2	False	mid	False	low
cand_chr21_262	35034199	35134199	-0.1603494095457573	0	0.0	0	135.0	False	mid	False	low
cand_chr21_290	37834199	37934199	-0.1560965664358048	0	0.0	0	62.0	False	mid	False	low
cand_chr21_291	37934199	38034199	-0.1512375679770007	0	0.0	0	228.8	False	mid	False	low
cand_chr21_070	15834199	15934199	-0.1504577192410382	0	0.0	1	984.0	True	mid	False	low
cand_chr21_309	39734199	39834199	-0.1479450742061625	0	0.0	0	290.0	False	mid	False	low
cand_chr21_175	26334199	26434199	-0.1438296684044339	0	0.0	0	194.0	False	mid	False	low
cand_chr21_120	20834199	20934199	-0.1437016442964175	0	0.0	0	117.0	False	mid	False	low
cand_chr21_333	42134199	42234199	-0.1436071653144218	0	0.0	7	1271.6	True	mid	False	low
cand_chr21_067	15534199	15634199	-0.1432359468817906	0	0.0	0	187.0	False	mid	False	low
cand_chr21_208	29634199	29734199	-0.1423891682247857	0	0.0	0	199.2	False	mid	False	low
cand_chr21_271	35934199	36034199	-0.1403064982781095	0	0.0	6	1531.2	True	mid	True	low
cand_chr21_266	35434199	35534199	-0.1348569056802752	0	0.0	0	124.0	False	mid	False	low
cand_chr21_096	18434199	18534199	-0.1348410006451865	1	0.927	0	83.2	True	mid	True	low
cand_chr21_111	19934199	20034199	-0.1343543156435126	0	0.0	0	150.0	False	mid	False	low
cand_chr21_318	40634199	40734199	-0.1337993014439466	0	0.0	3	559.0	True	mid	False	low
cand_chr21_129	21734199	21834199	-0.1325994793711593	0	0.0	0	484.0	False	mid	False	low
cand_chr21_078	16634199	16734199	-0.1268514736747649	0	0.0	1	1382.0	True	mid	False	low
cand_chr21_338	42634199	42734199	-0.1262089210330975	0	0.0	13	1123.2	True	mid	False	low
cand_chr21_112	20034199	20134199	-0.1260030640150795	0	0.0	0	373.8	False	mid	False	low
cand_chr21_188	27634199	27734199	-0.1238505315637187	0	0.0	0	264.0	False	mid	False	low
cand_chr21_288	37634199	37734199	-0.1236378239337053	0	0.0	0	337.5	False	mid	False	low
cand_chr21_059	14734199	14834199	-0.1220787671538272	0	0.0	0	72.5	False	mid	False	low
cand_chr21_212	30034199	30134199	-0.1147621312448632	0	0.0	1	609.0	True	mid	False	low
cand_chr21_314	40234199	40334199	-0.1136286229632328	0	0.0	2	610.8	True	mid	False	low
cand_chr21_349	43934199	44034199	-0.1124922086233866	0	0.0	7	941.4	True	mid	False	low
cand_chr21_157	24534199	24634199	-0.1053957933305728	0	0.0	0	176.4	False	mid	False	low
cand_chr21_043	13134199	13234199	-0.1016252221210168	91	0.9919	0	262.0	True	mid	True	low
cand_chr21_246	33434199	33534199	-0.0982804773888673	1	0.907	2	623.2	True	mid	True	low
cand_chr21_352	44234199	44334199	-0.0943857184202265	1	0.9984	2	1207.5	True	mid	True	low
cand_chr21_106	19434199	19534199	-0.0903471530940751	0	0.0	0	168.1	False	mid	False	low
cand_chr21_061	14934199	15034199	-0.090194481255646	0	0.0	1	1265.0	True	mid	False	low
cand_chr21_263	35134199	35234199	-0.0888354872953835	1	0.9721	0	172.2	True	mid	True	high
cand_chr21_177	26534199	26634199	-0.0887210799719579	0	0.0	0	175.0	False	mid	False	high
cand_chr21_294	38234199	38334199	-0.0869548172629604	0	0.0	3	594.0	True	mid	False	high
cand_chr21_071	15934199	16034199	-0.0853377790854865	2	0.9467	0	285.0	True	mid	True	high
cand_chr21_191	27934199	28034199	-0.0824135167791029	6	0.9679	0	237.5	True	mid	True	high
cand_chr21_337	42534199	42634199	-0.0802126066286162	2	0.9471	9	2958.0	True	mid	True	high
cand_chr21_202	29034199	29134199	-0.0761263258381254	0	0.0	0	266.2	False	mid	False	high
cand_chr21_171	25934199	26034199	-0.0741882595957676	0	0.0	0	326.0	False	mid	False	high
cand_chr21_130	21834199	21934199	-0.0724597636152326	1	0.9634	0	250.6	True	mid	True	high
cand_chr21_148	23634199	23734199	-0.0703151430201302	1	0.9943	0	171.0	True	mid	True	high
cand_chr21_331	41934199	42034199	-0.0693483710113592	0	0.0	4	776.0	True	mid	False	high
cand_chr21_230	31834199	31934199	-0.0690829070351771	0	0.0	1	620.0	True	mid	False	high
cand_chr21_319	40734199	40834199	-0.0642742874930115	0	0.0	1	647.9	True	mid	False	high
cand_chr21_134	22234199	22334199	-0.0565680858300058	0	0.0	1	632.7	True	mid	False	high
cand_chr21_115	20334199	20434199	-0.0557646891204746	0	0.0	0	254.0	False	mid	False	high
cand_chr21_146	23434199	23534199	-0.0550863497122637	0	0.0	1	674.1	True	mid	False	high
cand_chr21_301	38934199	39034199	-0.0506574524392349	0	0.0	0	302.0	False	mid	False	high
cand_chr21_087	17534199	17634199	-0.0367714899088819	7	0.963	0	338.0	True	mid	True	high
cand_chr21_137	22534199	22634199	-0.0295227605441228	0	0.0	0	340.6	False	mid	False	high
cand_chr21_144	23234199	23334199	-0.0264243364614841	0	0.0	0	271.7	False	mid	False	high
cand_chr21_207	29534199	29634199	-0.0238327908567249	0	0.0	0	335.2	False	mid	False	high
cand_chr21_139	22734199	22834199	-0.0107386420716349	0	0.0	0	169.2	False	mid	False	high
cand_chr21_261	34934199	35034199	-0.0041556720024922	0	0.0	0	354.0	False	mid	False	high
cand_chr21_269	35734199	35834199	-8.855138239843852e-05	0	0.0	3	1035.0	True	mid	False	high
cand_chr21_190	27834199	27934199	0.0037481536193021	36	0.97	0	226.1	True	mid	True	high
cand_chr21_273	36134199	36234199	0.0068326997332623	0	0.0	4	894.0	True	mid	False	high
cand_chr21_091	17934199	18034199	0.0084677672958294	0	0.0	1	592.0	True	mid	False	high
cand_chr21_131	21934199	22034199	0.0117436986846259	0	0.0	0	286.0	False	mid	False	high
cand_chr21_135	22334199	22434199	0.0150142727588358	0	0.0	0	198.0	False	mid	False	high
cand_chr21_098	18634199	18734199	0.0213119194782973	0	0.0	1	737.3	True	mid	False	high
cand_chr21_305	39334199	39434199	0.0236495856437723	0	0.0	2	678.5	True	mid	False	high
cand_chr21_160	24834199	24934199	0.0318051449006637	1	0.9943	0	108.0	True	mid	True	high
cand_chr21_054	14234199	14334199	0.0393076617529459	0	0.0	0	179.2	False	mid	False	high
cand_chr21_362	45234199	45334199	0.0410250346797539	0	0.0	2	560.5	True	mid	False	high
cand_chr21_311	39934199	40034199	0.0421674279827091	0	0.0	2	613.7	True	mid	False	high
cand_chr21_272	36034199	36134199	0.0433116488707741	2	0.9703	0	455.6	True	mid	True	high
cand_chr21_332	42034199	42134199	0.0459695710178051	0	0.0	3	655.0	True	mid	False	high
cand_chr21_092	18034199	18134199	0.0465291883328181	0	0.0	0	285.6	False	mid	False	high
cand_chr21_100	18834199	18934199	0.0552654450626289	0	0.0	0	98.0	False	mid	False	high
cand_chr21_049	13734199	13834199	0.0556609383957986	34	0.998	0	206.0	True	mid	True	high
cand_chr21_221	30934199	31034199	0.0556900965915627	0	0.0	1	620.6	True	mid	False	high
cand_chr21_341	42934199	43034199	0.058193524938691	0	0.0	3	1907.6	True	mid	True	high
cand_chr21_344	43434199	43534199	0.0624971441202462	2	0.9992	1	531.0	True	mid	True	high
cand_chr21_222	31034199	31134199	0.0652649050121753	1	0.9559	0	262.6	True	mid	True	high
cand_chr21_328	41634199	41734199	0.0658868181720554	0	0.0	4	680.0	True	mid	False	high
cand_chr21_205	29334199	29434199	0.0692314637058405	0	0.0	0	258.4	False	mid	False	high
cand_chr21_109	19734199	19834199	0.0723744094334486	0	0.0	0	183.6	False	mid	False	high
cand_chr21_237	32534199	32634199	0.0736995890360419	70	0.9447	3	978.0	True	mid	True	high
cand_chr21_327	41534199	41634199	0.0759291347191003	0	0.0	5	974.0	True	mid	False	high
cand_chr21_307	39534199	39634199	0.0767270473338563	0	0.0	0	306.0	False	mid	False	high
cand_chr21_172	26034199	26134199	0.0835281862044596	0	0.0	0	226.1	False	mid	False	high
cand_chr21_058	14634199	14734199	0.0940708620715066	0	0.0	0	319.0	False	mid	False	high
cand_chr21_060	14834199	14934199	0.0974718081115702	0	0.0	4	885.4	True	mid	False	high
cand_chr21_361	45134199	45234199	0.1000158735180025	0	0.0	8	1060.0	True	mid	False	high
cand_chr21_287	37534199	37634199	0.1093301364751362	0	0.0	3	817.6	True	high	False	high
cand_chr21_152	24034199	24134199	0.1397149892789946	0	0.0	0	144.0	False	high	False	high
cand_chr21_274	36234199	36334199	0.1408269751839015	0	0.0	4	831.6	True	high	False	high
cand_chr21_125	21334199	21434199	0.1409131004534478	0	0.0	0	144.0	False	high	False	high
cand_chr21_213	30134199	30234199	0.1462399470349292	0	0.0	0	466.4	False	high	False	high
cand_chr21_183	27134199	27234199	0.1473540224245833	0	0.0	0	147.0	False	high	False	high
cand_chr21_051	13934199	14034199	0.1478710471324248	36	0.981	2	2113.1	True	high	True	high
cand_chr21_227	31534199	31634199	0.1479662045421864	1	0.9446	2	858.4	True	high	True	high
cand_chr21_342	43034199	43134199	0.1548822456690685	1	0.9987	4	606.0	True	high	True	high
cand_chr21_193	28134199	28234199	0.1590601370373793	0	0.0	0	214.4	False	high	False	high
cand_chr21_348	43834199	43934199	0.1674889140992686	0	0.0	4	535.8	True	high	False	high
cand_chr21_143	23134199	23234199	0.1700601917679717	0	0.0	0	439.0	False	high	False	high
cand_chr21_147	23534199	23634199	0.1723424144131484	0	0.0	0	239.4	False	high	False	high
cand_chr21_339	42734199	42834199	0.1733979990321163	0	0.0	0	483.0	False	high	False	high
cand_chr21_079	16734199	16834199	0.1823946519145241	0	0.0	0	379.0	False	high	False	high
cand_chr21_116	20434199	20534199	0.1837908943958727	0	0.0	0	149.5	False	high	False	high
cand_chr21_000	5034199	5134199	0.1841329349874112	1	0.9984	13	1604.4	True	high	True	high
cand_chr21_225	31334199	31434199	0.1854708238461992	0	0.0	0	149.4	False	high	False	high
cand_chr21_161	24934199	25034199	0.1909071374022418	0	0.0	0	398.0	False	high	False	high
cand_chr21_275	36334199	36434199	0.1950486795151727	0	0.0	1	539.6	True	high	False	high
cand_chr21_281	36934199	37034199	0.1958045349222097	0	0.0	1	613.7	True	high	False	high
cand_chr21_312	40034199	40134199	0.1966980290297193	0	0.0	0	256.0	False	high	False	high
cand_chr21_136	22434199	22534199	0.1978830353848319	2	0.9085	0	312.0	True	high	True	high
cand_chr21_170	25834199	25934199	0.2077871545215757	0	0.0	0	82.5	False	high	False	high
cand_chr21_077	16534199	16634199	0.2114194347792037	0	0.0	0	433.8	False	high	False	high
cand_chr21_255	34334199	34434199	0.2122523730598364	1	0.9998	0	342.0	True	high	True	high
cand_chr21_057	14534199	14634199	0.2133493493948428	1	0.9491	0	132.0	True	high	True	high
cand_chr21_322	41034199	41134199	0.2149251376062173	0	0.0	0	342.0	False	high	False	high
cand_chr21_094	18234199	18334199	0.2191076543669365	0	0.0	5	756.8	True	high	False	high
cand_chr21_317	40534199	40634199	0.2201221643334198	0	0.0	0	487.2	False	high	False	high
cand_chr21_056	14434199	14534199	0.2246016796330253	0	0.0	0	331.2	False	high	False	high
cand_chr21_355	44534199	44634199	0.2333802030695476	13	0.9458	1	642.6	True	high	True	high
cand_chr21_118	20634199	20734199	0.2339684718111778	0	0.0	0	186.0	False	high	False	high
cand_chr21_045	13334199	13434199	0.2353500863489108	26	0.9814	1	1938.8	True	high	True	high
cand_chr21_219	30734199	30834199	0.2364982841491846	3	0.9556	7	684.6	True	high	True	high
cand_chr21_245	33334199	33434199	0.2407746788559213	0	0.0	2	583.3	True	high	False	high
cand_chr21_138	22634199	22734199	0.2410486077597691	0	0.0	0	177.1	False	high	False	high
cand_chr21_082	17034199	17134199	0.2431841900178317	0	0.0	0	193.2	False	high	False	high
cand_chr21_142	23034199	23134199	0.2525241293570639	1	0.9153	0	386.4	True	high	True	high
cand_chr21_088	17634199	17734199	0.2532213452791538	0	0.0	4	1477.4	True	high	True	high
cand_chr21_192	28034199	28134199	0.2663008826293662	5	0.968	0	198.0	True	high	True	high
cand_chr21_124	21234199	21334199	0.274298241012614	0	0.0	1	621.0	True	high	False	high
cand_chr21_080	16834199	16934199	0.2780712981541905	0	0.0	0	224.0	False	high	False	high
cand_chr21_155	24334199	24434199	0.2867632553074247	0	0.0	0	499.7	False	high	False	high
cand_chr21_169	25734199	25834199	0.2893740548452039	1	0.9821	0	152.0	True	high	True	high
cand_chr21_356	44634199	44734199	0.2986703044109431	5	0.9514	1	507.3	True	high	True	high
cand_chr21_187	27534199	27634199	0.3025083619554631	0	0.0	2	623.7	True	high	False	high
cand_chr21_343	43334199	43434199	0.3047885307687021	1	0.9992	7	1678.8	True	high	True	high
cand_chr21_217	30534199	30634199	0.3193298860690929	0	0.0	0	491.7	False	high	False	high
cand_chr21_200	28834199	28934199	0.3210037709721325	4	0.941	2	526.0	True	high	True	high
cand_chr21_101	18934199	19034199	0.3276956242355997	0	0.0	0	146.0	False	high	False	high
cand_chr21_236	32434199	32534199	0.3488961727387355	23	0.9452	2	573.8	True	high	True	high
cand_chr21_206	29434199	29534199	0.373160565887308	0	0.0	0	122.0	False	high	False	high
cand_chr21_247	33534199	33634199	0.3806465666040908	1	0.9648	0	495.0	True	high	True	high
cand_chr21_186	27434199	27534199	0.3847280036138269	0	0.0	0	193.8	False	high	False	high
cand_chr21_181	26934199	27034199	0.3866494108738249	0	0.0	0	316.0	False	high	False	high
cand_chr21_048	13634199	13734199	0.3901073762926308	33	0.998	1	3770.1	True	high	True	high
cand_chr21_150	23834199	23934199	0.3973694369932842	0	0.0	0	208.0	False	high	False	high
cand_chr21_243	33134199	33234199	0.3980011690202274	0	0.0	2	590.4	True	high	False	high
cand_chr21_052	14034199	14134199	0.402038311372071	23	0.981	3	1917.6	True	high	True	high
cand_chr21_278	36634199	36734199	0.411894960616611	0	0.0	0	281.4	False	high	False	high
cand_chr21_229	31734199	31834199	0.4168722869057362	0	0.0	1	1518.9	True	high	True	high
cand_chr21_316	40434199	40534199	0.4359490182323673	0	0.0	2	1104.0	True	high	False	high
cand_chr21_223	31134199	31234199	0.4544261780861319	0	0.0	0	324.0	False	high	False	high
cand_chr21_151	23934199	24034199	0.4623267987943376	0	0.0	0	108.0	False	high	False	high
cand_chr21_360	45034199	45134199	0.4642926505607384	0	0.0	5	795.6	True	high	False	high
cand_chr21_226	31434199	31534199	0.491109924290434	0	0.0	3	608.0	True	high	False	high
cand_chr21_126	21434199	21534199	0.4996194714269706	0	0.0	2	674.0	True	high	False	high
cand_chr21_303	39134199	39234199	0.5293722296583264	1	0.9363	0	404.0	True	high	True	high
cand_chr21_084	17234199	17334199	0.5325574373943919	0	0.0	1	508.0	True	high	False	high
cand_chr21_075	16334199	16434199	0.5354356035178667	0	0.0	1	678.6	True	high	False	high
cand_chr21_086	17434199	17534199	0.5354937610079777	1	0.9711	0	116.6	True	high	True	high
cand_chr21_358	44834199	44934199	0.5376917955743235	1	0.9096	4	1119.3	True	high	True	high
cand_chr21_085	17334199	17434199	0.556581902194778	0	0.0	0	258.4	False	high	False	high
cand_chr21_121	20934199	21034199	0.5600692227592874	0	0.0	0	84.0	False	high	False	high
cand_chr21_335	42334199	42434199	0.5614572954704796	0	0.0	5	1175.0	True	high	False	high
